Instance,Optimal value,Optimal solution
j400402_7,2161.7185858438506,I1:[1]; I36:[36]; I25:[25]; I23:[23]; I26:[26]; A1:[2 3 21 22 24 27 28 29 30 31 32 33 34 35 37 38 39 40 41]; I4:[4]; A2:[5]; I6:[6]; A3:[7 8 9 10 18 19 20]; I11:[11]; I12:[12]; A4:[13 14 15 16 17]; I42:[42];
j400402_8,2365.868343811012,I1:[1]; I33:[33]; I11:[11]; A1:[2 3 18 23 41]; I6:[6]; A2:[4 5 7 8 21 25 34 35]; I9:[9]; I17:[17]; I10:[10]; A3:[12 13 14 15 16 22 31 36 37 38 39 40]; I30:[30]; I28:[28]; A4:[19 20 24 26 27 29 32]; I42:[42];
j400402_9,2557.6145435029925,I1:[1]; A1:[2 5]; I3:[3]; A2:[4 6 7 8 9 10 11 12]; I13:[13]; I15:[15]; I21:[21]; A3:[14 16 17 18 19 20 24]; I35:[35]; I27:[27]; I22:[22]; A4:[23 25 26 28 29 30 31 32 33 34 36 37 38 40 41]; I39:[39]; I42:[42];
j400402_10,2363.849106301044,I1:[1]; I7:[7]; A1:[2 3 4 5 11 13 15 16]; I6:[6]; I30:[30]; A2:[8 9 10 12 14 17 18 22 39 40 41]; I38:[38]; I20:[20]; I29:[29]; A3:[19 21 23 24 25 26 28 32 33 34 35 37]; I36:[36]; I27:[27]; A4:[31]; I42:[42];
j400502_1,2510.6133265450035,I1:[1]; I41:[41]; A1:[2 3 4 38 39 40]; I5:[5]; I37:[37]; I34:[34]; A2:[6 7 8 9 10 11 12 13 24 25 27 28 30 31 35]; I14:[14]; I15:[15]; A3:[16 23 26 29 32 33 36]; I17:[17]; A4:[18 19 20 22]; I21:[21]; I42:[42];
j400502_2,2478.9342353556194,I1:[1]; I2:[2]; I41:[41]; A1:[3 4 5 6 7 10 11 15]; I8:[8]; I26:[26]; A2:[9 12 13 14 16 17 18 19 20 34 35 36 38 39]; I21:[21]; A3:[22 23 28 32 33 40]; I31:[31]; I24:[24]; I25:[25]; A4:[27 29 30 37]; I42:[42];
j400502_3,2833.4525237839744,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 17]; I11:[11]; I12:[12]; A2:[13 14 15 16 18 19 20 21 22]; I24:[24]; I23:[23]; I28:[28]; A3:[25 26 27]; I29:[29]; I31:[31]; A4:[30 32 33 34 35 36 37]; I41:[41]; A5:[38 39 40]; I42:[42];
j400502_4,2567.0020543546084,I1:[1]; I7:[7]; A1:[2 3 4 5 6 8 9 12 13 41]; I16:[16]; I17:[17]; I18:[18]; A2:[10 11 15 26 40]; I19:[19]; A3:[14 20 21 22 23 27]; I24:[24]; A4:[25 28 29 30 32 34 39]; I31:[31]; A5:[33 36 37 38]; I35:[35]; I42:[42];
j400502_5,2797.908512464157,I1:[1]; I10:[10]; A1:[2]; I3:[3]; I41:[41]; A2:[4 5 7]; I6:[6]; I11:[11]; A3:[8 9 12 13 14 15 18 26 28 29 40]; I39:[39]; A4:[16 17 19 20 21 22 34 35 36 37 38]; I32:[32]; I23:[23]; A5:[24 25 27 30 31 33]; I42:[42];
j400502_6,2876.8766025604673,I1:[1]; A1:[2 3 4 5 6 7 8 12 23]; I9:[9]; I10:[10]; I15:[15]; A2:[11]; I13:[13]; I24:[24]; A3:[14 16]; I17:[17]; A4:[18 19 20 21 22 25 26 27 29 33 34 41]; I32:[32]; A5:[28 30 31 35 36 38 39 40]; I37:[37]; I42:[42];
j400502_7,2581.3016402626768,I1:[1]; A1:[2 3 4 39 40 41]; I5:[5]; A2:[6 7 8 9 14 18 21 25 35 37 38]; I10:[10]; I36:[36]; I11:[11]; A3:[12 13 15 16 17 19 20 22 23 24 26 29 30 31 34]; I28:[28]; I33:[33]; I32:[32]; I27:[27]; I42:[42];
j400502_8,2772.2328221853495,I1:[1]; I39:[39]; A6:[28 29 30 31 32 33 34 35 36 37 38 40 41]; A1:[2 3 4 5 6 7 27]; I8:[8]; I24:[24]; I26:[26]; A2:[9 10 11 22 23 25]; I12:[12]; A3:[13 14]; I15:[15]; A4:[16]; I17:[17]; A5:[18 19 20]; I21:[21]; I42:[42];
j400502_9,2785.0237952958696,I1:[1]; A1:[2]; I3:[3]; I4:[4]; A2:[5 6]; I9:[9]; I7:[7]; A3:[10 14]; I8:[8]; I13:[13]; A4:[11 12 15 18]; I16:[16]; A5:[17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33]; I34:[34]; A6:[35 36 37 38 39 40 41]; I42:[42];
j400502_10,2731.1725792606144,I1:[1]; A1:[2 3 4 5 6 7 8 11 14 18 27]; I9:[9]; A2:[10 12 13 23]; I15:[15]; I19:[19]; I32:[32]; A3:[16 17 22 26]; I20:[20]; A4:[21]; I40:[40]; I24:[24]; A5:[25 28 29 30 31 33 34 35 36 37 38 41]; I39:[39]; I42:[42];
j400602_1,2818.6195137441573,I1:[1]; A1:[2 9]; I3:[3]; A2:[4 5 6 7 8 10 12 14 15 19]; A3:[11 13 16 17 18 20 21 22 23 24 25 26 27 28 29]; I41:[41]; I30:[30]; A4:[31 36]; I32:[32]; I39:[39]; I40:[40]; I33:[33]; I38:[38]; A5:[34 35 37]; I42:[42];
j400602_2,2344.6656819342134,I1:[1]; I40:[40]; A1:[2 3 4 36 38 39 41]; I35:[35]; I5:[5]; A2:[6 7 32 33 34 37]; I8:[8]; I31:[31]; A3:[9 10 11 12 13 14 15 28 29 30]; I16:[16]; I26:[26]; I17:[17]; A4:[18 19 20 21 22 23 24 25 27]; I42:[42];
j400602_3,2780.9582536959692,I1:[1]; A1:[2 3 4 5 7 9 16]; I6:[6]; I32:[32]; I8:[8]; A2:[10 11 12 41]; I13:[13]; A3:[14 15 24 25 31]; I17:[17]; I29:[29]; I21:[21]; A4:[18 19 20 22 23 26 27 28 30 33 34 35 36 37 38 39]; I40:[40]; I42:[42];
j400602_4,2619.3513034759844,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11 12 13 21 26 28 40 41]; I15:[15]; I14:[14]; A2:[16 17 18 19 20 32 34 39]; I22:[22]; I31:[31]; I23:[23]; I37:[37]; A3:[24]; I25:[25]; A4:[27 29 36 38]; I30:[30]; A5:[33 35]; I42:[42];
j400602_5,3057.193926251393,I1:[1]; A1:[2]; I5:[5]; A2:[3 4]; A3:[6 7 8 9 10 11 12]; I13:[13]; I16:[16]; A4:[14 15 17 18 19]; A5:[20 22]; I21:[21]; A6:[23 24 25]; I28:[28]; I26:[26]; A7:[27 29 30 31 32 33]; I35:[35]; I38:[38]; A8:[34 36 37 39 40 41]; I42:[42];
j400602_6,2926.280961488111,I1:[1]; A1:[2 3]; I4:[4]; I7:[7]; A2:[5 6 8 17]; I11:[11]; A3:[9 10 12 13 41]; A4:[14 15 16 18 19 24 25 29 33 39 40]; I21:[21]; A5:[20 22 23 26 31 37]; I38:[38]; I27:[27]; A6:[28 30 32]; I34:[34]; I36:[36]; A7:[35]; I42:[42];
j400602_7,2794.4743145326793,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11 12 13 14 15 19]; I17:[17]; I16:[16]; I18:[18]; I26:[26]; A2:[20 21 22 23 24 25 27 31]; I28:[28]; I29:[29]; A3:[30 32 33 34 35 36 39 40 41]; I37:[37]; I38:[38]; I42:[42];
j400602_8,2970.966285971852,I1:[1]; A1:[2 7]; I3:[3]; A2:[4]; I5:[5]; A3:[6 8 10 12 14]; I9:[9]; A4:[11 13 15 16 18]; I17:[17]; I20:[20]; A5:[19 21 22]; I23:[23]; I25:[25]; A6:[24 26 27 28 29 30 31 32 34 41]; I33:[33]; A7:[35 36 37 38 39 40]; I42:[42];
j400602_9,2626.912291870626,I1:[1]; A1:[2 3 4 6]; I5:[5]; I11:[11]; A2:[7 8 9]; I10:[10]; A3:[12]; I13:[13]; A4:[14 15 16 17 18 19 20 21 22 23]; I25:[25]; I26:[26]; A5:[24 27 28 29 30 31 32 33]; I34:[34]; A6:[35 36 37 38 39 40]; I41:[41]; I42:[42];
j400602_10,2809.8538086549916,I1:[1]; A1:[2 3 4 5 6 7 8 11 17 39 41]; I12:[12]; I9:[9]; I40:[40]; I31:[31]; A2:[10 13 14 15 16 18 19 20 21 28 35 36 37 38]; I30:[30]; I22:[22]; I23:[23]; A3:[24 25 26 33 34]; I27:[27]; A4:[29 32]; I42:[42];
j400702_1,3002.5092549439005,I1:[1]; A1:[2 3 4 5 32 33 36 37 38 39 40 41]; I34:[34]; I35:[35]; I6:[6]; A2:[7 8 9]; I10:[10]; A3:[11 31]; I12:[12]; A4:[13 14 15 16 17 30]; I18:[18]; A5:[19 20]; I21:[21]; A6:[22 23 24 25]; I26:[26]; A7:[27 28 29]; I42:[42];
j400702_2,2094.52375963087,I1:[1]; A1:[2 3 7]; I4:[4]; A2:[5 6 8 9 10 11 12 13 14 15 17 33 41]; I16:[16]; I18:[18]; I40:[40]; A3:[19 20 21 39]; I22:[22]; I38:[38]; A4:[23 24 29 36 37]; I25:[25]; A5:[26 27 28 30 35]; I31:[31]; A6:[32 34]; I42:[42];
j400702_3,2840.6073728518554,I1:[1]; A1:[2 3 4 5 7]; I6:[6]; A2:[8 9 10 11]; I15:[15]; I12:[12]; A3:[13 14 16 17 18 19 20 21 22 37]; I33:[33]; I28:[28]; A4:[23 24 25 26 27 29]; I41:[41]; I30:[30]; A5:[31 32 34 35 36 38 39]; I40:[40]; I42:[42];
j400702_4,2847.525355680191,I1:[1]; A1:[2]; I3:[3]; I4:[4]; I5:[5]; A2:[6 7 8 9 10 11 38 39 40 41]; I37:[37]; A3:[12 13 14 15 16 17 18 19 20 21 22 23 24 25 32 33 34 35 36]; I31:[31]; I26:[26]; I27:[27]; A4:[28 29]; I30:[30]; I42:[42];
j400702_5,2559.5238106870665,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7 8]; I9:[9]; A3:[10 11 12 13 14 15]; I16:[16]; I17:[17]; A4:[18]; I20:[20]; A5:[19 21 22 40 41]; I23:[23]; A6:[24 30 39]; I25:[25]; A7:[26 27 28 29 31 35 38]; I32:[32]; A8:[33 34 36 37]; I42:[42];
j400702_6,2524.4033631930524,I1:[1]; I2:[2]; A1:[3]; I4:[4]; A2:[5 6 7 8 9 10 11 12 13 22 25]; A3:[14 15 16 17 18 19 20 21 23 24 26 27 28 29 30 31 41]; I35:[35]; I37:[37]; I32:[32]; I40:[40]; A4:[33 34 36]; I38:[38]; I39:[39]; I42:[42];
j400702_7,3025.4381512486407,I1:[1]; I38:[38]; A1:[2 3 4 5 34 35 36 37 39 40 41]; I6:[6]; I7:[7]; I33:[33]; A2:[8 9 10 11 12 31 32]; I13:[13]; A3:[14 15 16 17 18 19 30]; I20:[20]; A4:[21 22 23]; I24:[24]; A5:[25 26 27]; I28:[28]; A6:[29]; I42:[42];
j400702_8,2507.9298953736247,I1:[1]; A1:[2 39 40]; I41:[41]; I3:[3]; A2:[4 16 38]; I5:[5]; A3:[6 7 8 37]; I9:[9]; A4:[10 11]; I12:[12]; A5:[13 14 15 35 36]; I17:[17]; I18:[18]; A6:[19 20 21 22 23 24 25 26 27 28 29 30 32 33 34]; I31:[31]; I42:[42];
j400702_9,2904.760835423748,I1:[1]; A1:[2 3 4 37 38 39 40 41]; I5:[5]; A2:[6 34 35 36]; I33:[33]; I7:[7]; A3:[8 9 10]; I11:[11]; I12:[12]; A4:[13 14 31 32]; I15:[15]; A5:[16 17 30]; I18:[18]; A6:[19 20]; I21:[21]; A7:[22 23 24 25 26 27 28 29]; I42:[42];
j400702_10,3007.633552238069,I1:[1]; I2:[2]; A1:[3 4 5 11]; I6:[6]; A2:[7 8 9 10 12 38 39 40 41]; I13:[13]; I37:[37]; A3:[14 15 16]; I17:[17]; A4:[18 32 33 34 35 36]; I19:[19]; I20:[20]; A5:[21 22 23 24 31]; I25:[25]; A6:[26 27 28 29 30]; I42:[42];
j400802_1,2998.3275585243136,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 12 19]; I11:[11]; A2:[13]; I14:[14]; I18:[18]; A3:[15 16 17 20]; I21:[21]; A4:[22 23]; I26:[26]; A5:[24 25 27 39]; I28:[28]; A6:[29 30]; I31:[31]; I41:[41]; A7:[32 33 34 35 36 37 38 40]; I42:[42];
j400802_2,2965.0904536439157,I1:[1]; A1:[2 3 4 5 6 7 19 35]; I8:[8]; A2:[9]; I21:[21]; I10:[10]; A3:[11 12]; I13:[13]; A4:[14 15 16 41]; I17:[17]; A5:[18 20 22 23 24 40]; I25:[25]; A6:[26 27 28 29 39]; I30:[30]; I31:[31]; A7:[32 33 34 36 37 38]; I42:[42];
j400802_3,2991.5084888558113,I1:[1]; A1:[2 38 39 41]; I40:[40]; I37:[37]; I3:[3]; A2:[4 5 6 7 8 9 10 11 12 13 14 15 16]; I36:[36]; I35:[35]; I17:[17]; A3:[18 19 20 21 34]; I22:[22]; A4:[23 24 25]; I26:[26]; A5:[27 28 29 30 31 32 33]; I42:[42];
j400802_4,2790.992075767206,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 40]; I19:[19]; I41:[41]; I20:[20]; I21:[21]; I39:[39]; A2:[22 23 24 25 38]; I26:[26]; A3:[27 28 29 37]; I30:[30]; A4:[31 32 33 34]; I35:[35]; A5:[36]; I42:[42];
j400802_5,2722.718869216235,I1:[1]; I41:[41]; A1:[2 3 4 37 38 39 40]; I5:[5]; A2:[6 7 8 9 10 11 12 13 14 15 16 35 36]; I17:[17]; I18:[18]; I19:[19]; A3:[20 21 22 23 24 34]; I25:[25]; A4:[26 27 28 29]; I30:[30]; I31:[31]; A5:[32 33]; I42:[42];
j400802_6,2531.8891232530787,I1:[1]; A1:[2 3 4 5 6 8 41]; I7:[7]; A2:[9 10 11]; I40:[40]; I12:[12]; A3:[13 14 15 16 29]; I17:[17]; A4:[18 19 38 39]; I20:[20]; A5:[21 22 23 24 25 37]; I26:[26]; A6:[27 28]; I30:[30]; A7:[31]; I32:[32]; A8:[33 34 35 36]; I42:[42];
j400802_7,2943.8308069690474,I1:[1]; A1:[2 3 4 5]; I6:[6]; A2:[7]; I8:[8]; A3:[9 10]; I11:[11]; A4:[12 13 14 15 16 17 18 19 23]; I20:[20]; I21:[21]; I22:[22]; A5:[24 25]; I27:[27]; I26:[26]; A6:[28 29 30 31 32 33 34 35 36 37 38 39 40 41]; I42:[42];
j400802_8,2846.5156948628983,I1:[1]; A1:[2 3 4 5 6 7 8 16]; I9:[9]; A2:[10 11 13 14]; I12:[12]; I15:[15]; I20:[20]; A3:[17 18 19 21 22 23 24 25 26]; I27:[27]; I28:[28]; A4:[29 30 31 32 33 34 35 36 37 39]; I38:[38]; I40:[40]; A5:[41]; I42:[42];
j400802_9,2965.1753830476864,I1:[1]; A1:[2 3]; I41:[41]; I4:[4]; A2:[5 6 7 8 9 10 11 12 13 14 26 40]; I15:[15]; I18:[18]; A3:[16 17 19 20 21 22 23 24 36 37 39]; I25:[25]; I38:[38]; A4:[27 28]; I29:[29]; I30:[30]; A5:[31 32 33 34 35]; I42:[42];
j400802_10,2862.014733333287,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7 8 9 10 11 12 31]; I13:[13]; A3:[14 15 16 17 21]; I18:[18]; I28:[28]; A4:[19 20]; I25:[25]; I22:[22]; A5:[23 24 26 27 29 30 32 35]; I33:[33]; A6:[34 36 37 38 39 41]; I40:[40]; I42:[42];
j400902_1,2835.9931077783726,I1:[1]; A1:[2 3 4 5 6 7 8]; I9:[9]; A2:[10]; I11:[11]; A3:[12 13 14]; I15:[15]; I16:[16]; A4:[17 18 19 20 21 22 23]; I24:[24]; I25:[25]; A5:[26 27 28 29 30 31 41]; I32:[32]; A6:[33 34 35 36 37 38 39]; I40:[40]; I42:[42];
j400902_2,2847.1947776917827,I1:[1]; I2:[2]; A1:[3 40 41]; I4:[4]; A2:[5 6 7 8]; I9:[9]; I10:[10]; I39:[39]; A3:[11 12 13]; I14:[14]; A4:[15 16 17 18 19 20]; I38:[38]; A5:[21 22 23 24 25 26 27 28 29 30 31]; I32:[32]; A6:[33 34 35 36 37]; I42:[42];
j400902_3,2713.851180047655,I1:[1]; I2:[2]; A1:[3 4 5 6 7 8 9 10 11 12]; I13:[13]; A2:[14]; I15:[15]; A3:[16 17 18 19 32]; I20:[20]; I35:[35]; A4:[21 22 23 27]; I24:[24]; A5:[25 26]; I28:[28]; A6:[29 30 31 33 34]; I36:[36]; A7:[37 38 39 40 41]; I42:[42];
j400902_4,3068.60523074464,I1:[1]; A1:[2 3 4 5 40 41]; I39:[39]; I6:[6]; A2:[7 8 9 10 11 12 13 14 38]; I15:[15]; I16:[16]; A3:[17 18 19]; I20:[20]; A4:[21]; I22:[22]; A5:[23 24 25 26 27 28 29 30 31 32 33]; I34:[34]; A6:[35]; I36:[36]; A7:[37]; I42:[42];
j400902_5,2629.0886032023623,I1:[1]; A1:[2 3]; I4:[4]; I5:[5]; A2:[6 7 41]; I8:[8]; I9:[9]; I40:[40]; A3:[10 11 12]; I13:[13]; A4:[14 15 16 17]; I18:[18]; A5:[19 20 21 22 23 24 25 26 27 28 29 30]; I31:[31]; A6:[32 33 34 35 36 37 38 39]; I42:[42];
j400902_6,2988.16431071368,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 41]; I18:[18]; A2:[19 20]; I21:[21]; A3:[22 23 24 34 40]; I25:[25]; A4:[26 27]; I28:[28]; I29:[29]; I30:[30]; A5:[31 32 33 35]; I36:[36]; A6:[37]; I38:[38]; A7:[39]; I42:[42];
j400902_7,3004.2245845242014,I1:[1]; A1:[2 3 4]; I5:[5]; A2:[6 7 8 9 10]; I11:[11]; A3:[12]; I13:[13]; A4:[14 15 16 17 18 19 20 21 22 23 24 25 26 27]; I28:[28]; I29:[29]; A5:[30]; I31:[31]; A6:[32 33 34 35 38]; I36:[36]; I37:[37]; A7:[39 40 41]; I42:[42];
j400902_8,3107.3204560598124,I1:[1]; I41:[41]; A1:[2 3 4]; I5:[5]; I6:[6]; I7:[7]; A2:[8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24]; I25:[25]; I26:[26]; A3:[27 28 29 31 40]; I30:[30]; A4:[32 33 34 35 36 39]; I37:[37]; A5:[38]; I42:[42];
j400902_9,2590.971792132131,I1:[1]; A1:[2 3 4 24]; I5:[5]; A2:[6]; I7:[7]; A3:[8 9 10 11 12 13 14 15]; I16:[16]; A4:[17 18 19 20 21 22 23 25 26 27 28 29 30]; I31:[31]; A5:[32 34]; I33:[33]; I35:[35]; I36:[36]; A6:[37 38]; I39:[39]; A7:[40 41]; I42:[42];
j400902_10,2891.81307342875,I1:[1]; A1:[2]; I3:[3]; A2:[4]; I5:[5]; A3:[6 7 8 9 10 11 12 13 14 15 16 39 41]; I17:[17]; I38:[38]; I40:[40]; A4:[18 19 20 21 22]; I23:[23]; A5:[24 25 26 27]; I28:[28]; A6:[29 30 31 32 33 34]; I35:[35]; A7:[36 37]; I42:[42];
j401002_1,3011.642254200657,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11]; I12:[12]; A2:[13]; I14:[14]; A3:[15]; I16:[16]; A4:[17 18 19 20 21 22 23]; I24:[24]; A5:[25 26 27 28 29]; I30:[30]; A6:[31]; I32:[32]; A7:[33]; I34:[34]; A8:[35 36 37 38 39]; I40:[40]; A9:[41]; I42:[42];
j401002_2,2935.146994518815,I1:[1]; A1:[2 3 4 5 6 7]; I8:[8]; A2:[9 10]; I11:[11]; I12:[12]; I13:[13]; A3:[14 15]; I16:[16]; A4:[17 18 19 20 21 22 23 24 25 26 27]; I28:[28]; A5:[29 30 31 32 33 34 35]; I36:[36]; A6:[37 38 39 40]; I41:[41]; I42:[42];
j401002_3,2814.0787013565614,I1:[1]; A1:[2]; I3:[3]; I4:[4]; A2:[5 6 7 8 9 10]; I11:[11]; A3:[12 13]; I14:[14]; A4:[15 16 17]; I18:[18]; A5:[19 20 21 22 23 24 25 26 27]; I28:[28]; I29:[29]; A6:[30 31 32 33]; I34:[34]; A7:[35 36 37 38 39 40 41]; I42:[42];
j401002_4,2867.9284486885495,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7]; I8:[8]; A3:[9 10 11 12 13 14 15 16]; I17:[17]; A4:[18 19 20 21 22 23 24 25 26 27 28 29 30]; I31:[31]; I32:[32]; A5:[33 34]; I35:[35]; I36:[36]; A6:[37 38 39]; I40:[40]; A7:[41]; I42:[42];
j401002_5,2986.7297034645476,I1:[1]; A1:[2 3 4 5 6 7 8]; I9:[9]; A2:[10]; I11:[11]; A3:[12 13 14]; I15:[15]; A4:[16]; I17:[17]; A5:[18 19 20 21 22 23 24 25 26 27 28]; I29:[29]; A6:[30]; I31:[31]; A7:[32 33]; I34:[34]; A8:[35 36 37]; I38:[38]; A9:[39 40 41]; I42:[42];
j401002_6,2964.7518032323073,I1:[1]; A1:[2 3 4]; I5:[5]; A2:[6]; I7:[7]; A3:[8 9 10]; I11:[11]; A4:[12 13]; I14:[14]; A5:[15 16 17 18]; I19:[19]; A6:[20 21 22 23 24]; I25:[25]; A7:[26 27 28]; I29:[29]; A8:[30 31 32 33 34 35 36]; I37:[37]; A9:[38 39 40 41]; I42:[42];
j401002_7,2925.2114361241083,I1:[1]; I2:[2]; A1:[3]; I4:[4]; A2:[5]; I6:[6]; A3:[7 8 9]; I10:[10]; A4:[11 12 13 14 15 16 17 18]; I19:[19]; A5:[20]; I21:[21]; I22:[22]; A6:[23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40]; I41:[41]; I42:[42];
j401002_8,2867.436810577222,I1:[1]; I2:[2]; I3:[3]; A1:[4 5 6 7]; I8:[8]; I9:[9]; I10:[10]; I11:[11]; A2:[12 13 14 15 16 17 18 19 20 21 22]; I23:[23]; A3:[24]; I25:[25]; A4:[26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41]; I42:[42];
j401002_9,2998.14162572851,I1:[1]; A1:[2 3 4]; I5:[5]; A2:[6 7 8 9 10 11]; I12:[12]; A3:[13]; I14:[14]; A4:[15 16 17]; I18:[18]; A5:[19 20 21 22 23 24 25 26 27 28 29 30 31]; I32:[32]; A6:[33]; I34:[34]; A7:[35 36 37 38]; I39:[39]; A8:[40]; I41:[41]; I42:[42];
j401002_10,2911.2766748252566,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7 8 9]; I10:[10]; A3:[11 12 13 14 15]; I16:[16]; A4:[17]; I18:[18]; A5:[19 20 21 22]; I23:[23]; I24:[24]; A6:[25 26 27]; I28:[28]; A7:[29 30]; I31:[31]; A8:[32 33 34 35 36 37 38 39 40 41]; I42:[42];
j200103_1,1240.1989456727385,I1:[1]; I16:[16]; I21:[21]; I18:[18]; I6:[6]; A1:[2 3 4 5 14 15 19 20]; I13:[13]; A2:[7 8 9 10 11 17]; I12:[12]; I22:[22];
j200103_2,1373.2308273287854,I1:[1]; A1:[2 4 6 7]; I3:[3]; I5:[5]; I20:[20]; I10:[10]; I11:[11]; I12:[12]; A2:[8 9 13 14 15 16 17 18 19 21]; I22:[22];
j200103_3,1193.8784214757507,I1:[1]; I6:[6]; I17:[17]; I10:[10]; I4:[4]; A1:[2 3 5 7 8 9 12 18 19 20 21]; I16:[16]; I11:[11]; A2:[13 14 15]; I22:[22];
j200103_4,1336.7324884803206,I1:[1]; I18:[18]; A1:[2 3 5 13 19 20 21]; I4:[4]; I6:[6]; I7:[7]; I10:[10]; I17:[17]; A2:[8 9 11 12 14 15 16]; I22:[22];
j200103_5,1420.013245151631,I1:[1]; I16:[16]; I15:[15]; I18:[18]; I2:[2]; A1:[3 11 12 13 14 17 19 20 21]; I5:[5]; I4:[4]; A2:[6 7 8 9 10]; I22:[22];
j200103_6,1476.7138986652647,I1:[1]; I15:[15]; I3:[3]; A1:[2 5 6 13 16 17 18 20]; I14:[14]; I21:[21]; I4:[4]; I11:[11]; A2:[7 8 9 10 12 19]; I22:[22];
j200103_7,1287.001632981599,I1:[1]; I3:[3]; I14:[14]; I19:[19]; A1:[4 5 10 12 13 17 21]; I2:[2]; I15:[15]; I8:[8]; A2:[6 7 9 11 16 18 20]; I22:[22];
j200103_8,1348.364793098048,I1:[1]; I7:[7]; I8:[8]; A1:[2 3 4 5 6 9 10 17 18 21]; I13:[13]; I19:[19]; A2:[12 14 15 16]; I20:[20]; I11:[11]; I22:[22];
j200103_9,1273.6270316272412,I1:[1]; I6:[6]; I4:[4]; I17:[17]; A2:[3 7 14 15 16 18 19 20]; A1:[2 5 9 12 13 21]; I10:[10]; I8:[8]; I11:[11]; I22:[22];
j200103_10,1189.77892187517,I1:[1]; I2:[2]; I7:[7]; I20:[20]; I5:[5]; A1:[3 4 6 8 18 19 21]; I14:[14]; I12:[12]; A2:[9 10 11 13 15 16 17]; I22:[22];
j200203_1,1320.6446069572494,I1:[1]; I9:[9]; I6:[6]; A1:[2 3 4 5 7 8 10 11 12 15 16 17]; I13:[13]; I20:[20]; A2:[14 21]; I19:[19]; I18:[18]; I22:[22];
j200203_2,1410.8446486908138,I1:[1]; I3:[3]; A1:[2 4 7 8]; I5:[5]; A2:[6]; I9:[9]; I10:[10]; I14:[14]; A3:[11 12 20 21]; I19:[19]; A4:[13 15 16 17 18]; I22:[22];
j200203_3,1287.3206181818887,I1:[1]; I8:[8]; I15:[15]; I2:[2]; A1:[3 6 16 17 18 19 20 21]; I13:[13]; I4:[4]; I12:[12]; A2:[5 7 9 10 11 14]; I22:[22];
j200203_4,1252.079883720368,I1:[1]; I4:[4]; I7:[7]; I6:[6]; I8:[8]; A1:[2 3 5 9 10 11 15]; I17:[17]; A2:[12 13 14 16 19 20 21]; I18:[18]; I22:[22];
j200203_5,1453.126204333661,I1:[1]; I3:[3]; A1:[5 7 10]; I2:[2]; A2:[6 8 9 12 15]; I4:[4]; I21:[21]; I13:[13]; A3:[11 14 20]; A4:[16 17 18]; I19:[19]; I22:[22];
j200203_6,974.6597419899731,I1:[1]; I5:[5]; A1:[2 3 4 6 7 8 9 11 19 20 21]; I14:[14]; I16:[16]; I18:[18]; A2:[12]; I10:[10]; I15:[15]; A3:[13 17]; I22:[22];
j200203_7,1425.7635896049046,I1:[1]; I3:[3]; I2:[2]; A1:[4 5 6 7 8]; A2:[10 11]; I9:[9]; A3:[12 13 14]; I19:[19]; I15:[15]; A4:[16 17 20 21]; I18:[18]; I22:[22];
j200203_8,1435.1240447362425,I1:[1]; I3:[3]; A2:[4]; A1:[2 5 8 9]; I7:[7]; I17:[17]; I21:[21]; I20:[20]; I19:[19]; A3:[6 10 11 12 13 14 15 16 18]; I22:[22];
j200203_9,1469.2819385795515,I1:[1]; I5:[5]; I2:[2]; A1:[3 6 9]; I4:[4]; I7:[7]; A2:[8 10 17]; I12:[12]; A3:[11]; I21:[21]; A4:[13 14 15 16 18 19 20]; I22:[22];
j200203_10,1251.0080339460603,I1:[1]; I20:[20]; I3:[3]; I17:[17]; I19:[19]; A1:[2 4 5 8 9 13 15 16 21]; A2:[6 7 14 18]; I11:[11]; I12:[12]; A3:[10]; I22:[22];
j200303_1,1132.2099836647492,I1:[1]; I13:[13]; I16:[16]; I20:[20]; I12:[12]; A1:[2 3 4 8 9 10 11 14 15 17 18 19 21]; I5:[5]; I6:[6]; A2:[7]; I22:[22];
j200303_2,1395.27736207607,I1:[1]; I2:[2]; A1:[3 4 5 7 8 17 18]; I15:[15]; I11:[11]; A2:[10 16]; I6:[6]; I9:[9]; A4:[13 14]; A3:[12 19 21]; I20:[20]; I22:[22];
j200303_3,1464.5824592977065,I1:[1]; I13:[13]; I7:[7]; I2:[2]; A1:[3 6]; I12:[12]; I8:[8]; A2:[4 5 9 10 19 20 21]; I15:[15]; A3:[11 14 16 17 18]; I22:[22];
